predicted_price_lr,difference_lr,percent_change_lr
915705.5968382636,-195805.59683826356,-27.2
316508.6569358392,-107013.65693583922,-51.08
395684.53007661295,-145694.53007661295,-58.28
376904.16346610966,-162004.16346610966,-75.39
923279.6047230389,121720.39527696115,11.65
1281054.8033970299,167945.19660297013,11.59
676234.86980673,-201234.86980672996,-42.37
627628.8753516858,-15628.875351685798,-2.55
1346116.3853219023,2603883.614678098,65.92
278096.40922433627,61903.59077566373,18.21
448964.86229719385,-120964.86229719385,-36.88
749462.319294696,-224462.31929469598,-42.75
575695.241675169,-90695.24167516897,-18.7
381182.24029325065,70817.75970674935,15.67
1707300.9168786914,-282300.9168786914,-19.81
521953.96224831,-92053.96224830998,-21.41
195936.66807795572,3063.331922044279,1.54
787651.1533808748,-248651.15338087478,-46.13
491387.1326973194,-242300.13269731938,-97.28
352061.22115460713,-127061.22115460713,-56.47
441152.95719914255,-284667.95719914255,-181.91
781966.2152311609,-169966.21523116087,-27.77
994763.4508565082,355236.5491434918,26.31
699851.8659167218,30148.134083278244,4.13
860803.6373067386,-340903.63730673864,-65.57
501941.1707782496,-92941.17077824962,-22.72
853959.3825222666,-524959.3825222666,-159.56
539841.4533339443,-241341.45333394432,-80.85
375601.0390057361,-97601.03900573612,-35.11
1128045.7964440156,120954.20355598442,9.68
315044.97946000774,270855.02053999226,46.23
436735.41988579393,-81735.41988579393,-23.02
1313556.2868168596,-23556.286816859618,-1.83
543592.5396375351,-206592.5396375351,-61.3
668398.195146899,-148498.19514689897,-28.56
1557770.8518966725,91229.14810332749,5.53
536945.2027968133,-146945.20279681333,-37.68
526518.1967279061,-201518.19672790612,-62.01
1765590.5777589288,-366590.57775892876,-26.2
358719.779504122,-47729.77950412198,-15.35
1067056.697222554,432943.3027774461,28.86
1037048.0908004811,257951.90919951885,19.92
254253.7459182886,-54253.745918288594,-27.13
412743.53545521037,-47843.53545521037,-13.11
722237.2975794745,-312237.2975794745,-76.16
423859.83520833426,-118859.83520833426,-38.97
456390.50822972576,-7390.508229725761,-1.65
850253.4722453288,349746.5277546712,29.15
250074.87188388803,64925.12811611197,20.61
335639.883599899,-207713.883599899,-162.37
656923.6392526834,98076.36074731662,12.99
953799.4456193976,-364799.44561939756,-61.94
922819.1160275524,-427819.1160275524,-86.43
535220.7426196092,-245320.74261960923,-84.62
622574.1756569629,-236584.1756569629,-61.29
821479.1532448048,-71479.15324480482,-9.53
655098.2500151109,-140198.25001511094,-27.23
716699.2896868901,-116699.28968689009,-19.45
335698.53467361093,-155698.53467361093,-86.5
747362.6820638573,99637.31793614267,11.76
518357.1677099366,6642.832290063379,1.27
325634.08343184064,-37134.08343184064,-12.87
272210.1902113708,-67810.19021137082,-33.18
831618.1142335483,-236618.1142335483,-39.77
526276.4027796711,168723.59722032887,24.28
1007507.4869517756,292492.5130482244,22.5
812281.6651022558,462718.33489774424,36.29
1021007.6666221202,-21107.66662212019,-2.11
626681.8512174024,-311681.8512174024,-98.95
330795.2958931534,-90795.29589315341,-37.83
545486.8652303086,-130486.86523030861,-31.44
429538.936322124,-210038.93632212398,-95.69
427922.31559859286,-77922.31559859286,-22.26
467007.69825844164,-247107.69825844164,-112.37
362926.1233431583,57073.87665684172,13.59
266192.93078745366,182807.06921254634,40.71
1082413.2594742647,-332513.2594742647,-44.34
1986593.168129776,3008406.8318702243,60.23
1091801.577479829,-466901.5774798291,-74.72
409916.73329900135,-165916.73329900135,-68.0
402913.2863814223,-152913.2863814223,-61.17
354888.86722026975,-169388.86722026975,-91.31
749284.3101489788,-180284.31014897884,-31.68
795719.6068505796,-130719.60685057961,-19.66
240319.6432997079,134680.3567002921,35.91
528123.0015907988,-68123.00159079884,-14.81
1177042.2282538246,-102042.22825382464,-9.49
290414.89052825957,-75514.89052825957,-35.14
459823.9520535839,-64823.952053583926,-16.41
680733.8440032986,-80733.84400329855,-13.46
1083425.0435678842,516574.95643211575,32.29
764549.3869608112,-85549.38696081121,-12.6
340502.1535975316,-140502.1535975316,-70.25
213059.19434620976,81940.80565379024,27.78
1061173.9162838263,128826.08371617366,10.83
409026.3019999929,-184026.30199999292,-81.79
315118.99410543987,-115118.99410543987,-57.56
416390.6591933414,73609.34080665861,15.02
755396.6844239521,-160496.68442395213,-26.98
843567.4218152796,-246667.42181527964,-41.32
669115.3489097834,-539115.3489097834,-414.7
486236.4753854398,-364236.4753854398,-298.55
289714.4868393156,-42714.48683931562,-17.29
458850.3967534343,-33850.396753434325,-7.96
209924.53283055243,-40924.53283055243,-24.22
798389.6496669801,-73389.64966698014,-10.12
720431.4270355802,-120432.42703558016,-20.07
912511.9386364834,-227511.9386364834,-33.21
439045.8655972553,-160045.8655972553,-57.36
402667.18426876864,-222767.18426876864,-123.83
1077554.7364891588,297445.2635108412,21.63
367422.4446994995,-137422.44469949952,-59.75
767208.3057197125,87791.69428028748,10.27
315888.9122484529,-135988.9122484529,-75.59
889710.3942831091,109289.60571689089,10.94
1014844.9062301854,-299944.9062301854,-41.96
486834.25192406797,112915.74807593203,18.83
491185.70964187407,23814.29035812593,4.62
373973.4446375917,85526.55536240828,18.61
331847.13970392826,-139847.13970392826,-72.84
354376.27122642356,-159376.27122642356,-81.73
230205.581448599,109294.418551401,32.19
3038235.1200396884,-288235.1200396884,-10.48
1272898.9969985187,102001.0030014813,7.42
421971.263069649,-183971.263069649,-77.3
1083699.9762994228,166300.0237005772,13.3
949268.3257985907,-174269.32579859067,-22.49
556778.7167841692,92221.2832158308,14.21
274011.41792975576,-195011.41792975576,-246.85
552966.0184340833,46933.98156591668,7.82
1885759.9091404642,764240.0908595358,28.84
285669.2399460182,153330.7600539818,34.93
257590.51343499986,-47792.513434999855,-22.78
1257813.3390179486,-117813.3390179486,-10.33
717536.7744331758,32463.2255668242,4.33
282240.8551020676,7759.14489793242,2.68
346861.2956021803,-196861.2956021803,-131.24
448747.47808651323,26252.521913486766,5.53
839718.6938400464,-229718.6938400464,-37.66
540972.8885692849,-65972.88856928493,-13.89
1526970.4468158206,1973029.5531841794,56.37
599574.0090858021,-60574.00908580213,-11.24
290228.78914454137,-90228.78914454137,-45.11
1012103.8505715615,-462203.8505715615,-84.05
443135.12731184834,-34135.12731184834,-8.35
748846.3818523546,6153.6181476453785,0.82
598789.3990018652,-168889.39900186518,-39.29
497033.47844716744,-82038.47844716744,-19.77
267524.7660538687,61475.23394613131,18.69
1101012.946025629,-136012.94602562906,-14.09
292193.41917299596,-172293.41917299596,-143.7
380203.0976929392,769796.9023070608,66.94
987457.8193449897,-262457.8193449897,-36.2
329739.4418181076,-129939.44181810762,-65.03
1460072.5155666056,14927.484433394391,1.01
1022319.737258622,-342319.73725862196,-50.34
232634.30938631645,96865.69061368355,29.4
417705.21294061723,-117805.21294061723,-39.28
