predicted_price_lr,difference_lr,percent_change_lr
949619.4615276407,-174620.4615276407,-22.53
559027.7250022471,89972.27499775286,13.86
273558.2275681407,-194558.22756814072,-246.28
554021.9695894704,45878.03041052958,7.65
1887787.9467370978,762212.0532629022,28.76
287321.2153232456,151678.78467675438,34.55
256846.07908145944,-47048.07908145944,-22.43
1261959.6226713103,-121959.62267131032,-10.7
716947.6537727895,33052.34622721048,4.41
279622.2509866671,10377.749013332883,3.58
346209.0678518745,-196209.0678518745,-130.81
445357.4540364684,29642.545963531593,6.24
844570.1715047312,-234570.17150473117,-38.45
541604.6391224577,-66604.63912245771,-14.02
1535693.8508111564,1964306.1491888436,56.12
595846.494065396,-56846.49406539602,-10.55
289121.68730909564,-89121.68730909564,-44.56
1013280.8086006927,-463380.80860069266,-84.27
440840.92103335774,-31840.921033357736,-7.79
751481.5363466619,3518.4636533381417,0.47
598146.2737175659,-168246.27371756593,-39.14
499877.852350811,-84882.85235081101,-20.45
269480.7393626929,59519.260637307074,18.09
1104287.5551828123,-139287.55518281227,-14.43
287926.5451648284,-168026.54516482842,-140.14
380412.87037167023,769587.1296283298,66.92
991318.34279666,-266318.34279666,-36.73
329226.5653521656,-129426.5653521656,-64.78
1460667.0902308675,14332.9097691325,0.97
1025584.5278346746,-345584.5278346746,-50.82
228306.86352368584,101193.13647631416,30.71
414275.7324748228,-114375.73247482278,-38.14
